Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Jaylen Morris,26,SAS,SG,3,0,16,-11.4,0.129,0.333,0.667,0,13.2,6.6,14,0,0,11.4,23.1,-0.1,0,-0.1,-0.376,-15.8,-5.7,-21.5,-0.1
Sekou Doumbouya,21,LAL,PF,2,0,16,40.7,0.717,0.25,0.5,13.5,26.8,20.2,0,9,11.1,17,31.6,0,0.1,0.1,0.3,8.8,10,18.8,0.1
Jemerrio Jones,26,LAL,SF,2,0,15,14.8,0.667,0,0,14.4,7.1,10.8,0,3.2,0,0,8.6,0,0,0.1,0.17,-1.1,0.1,-1,0
Moses Wright,23,2TM,PF,4,0,14,18.3,0.47,0.25,0.75,7.9,15.9,11.9,16.8,0,6.5,0,17.1,0,0,0.1,0.18,1.1,0.4,1.4,0
Moses Wright,23,LAC,PF,1,0,1,31.2,,,,0,0,0,100,0,0,,0,0,0,0,0.443,10.8,13.4,24.2,0
Moses Wright,23,DAL,PF,3,0,13,17.3,0.47,0.25,0.75,8.5,17.1,12.8,10.4,0,7,0,18.4,0,0,0,0.16,0.3,-0.6,-0.3,0
Cat Barber,27,ATL,PG,3,0,13,-11.2,0,0,1,8.5,16.7,12.6,26.7,0,0,14.8,22.7,-0.1,0,-0.1,-0.45,-15.8,-7.6,-23.5,-0.1
Jarron Cumberland,24,POR,SG,3,0,12,8.4,0.5,0.5,0,8.8,19,13.7,11.6,0,0,0,7.2,0,0,0,0.079,-4.4,-2.2,-6.6,0
JaQuori McLaughlin,24,DAL,PG,4,0,11,-2.9,0,0.5,0,0,0,0,22.3,0,0,0,8.2,0,0,0,-0.101,-9.4,-4.2,-13.6,0
Rob Edwards,25,OKC,SG,2,0,11,-0.8,0.375,1,0,0,28.5,14,0,0,0,20,19.6,-0.1,0,0,-0.181,-8.3,-2.9,-11.2,0
Emmanuel Mudiay,25,SAC,PG,2,0,11,12.3,0.399,0,2,0,0,0,43.4,4.4,0,21,18.6,0,0,0,0.023,-2.7,1.5,-1.2,0
Tre Scott,25,CLE,SF,2,0,11,20.4,0.5,0.167,0,10.3,9.8,10.1,0,4.5,8.1,0,24.1,0,0,0,0.138,-4.8,1.8,-3,0
Shaq Buchanan,25,MEM,SG,2,0,10,0.6,0.25,0.5,0,10.2,10.7,10.5,24.9,4.8,0,33.3,24.6,-0.1,0,0,-0.23,-11,0.3,-10.7,0
DaQuan Jeffries,24,MEM,SG,3,0,9,8.4,0.5,0.5,0,0,23.8,11.6,14,0,0,0,9.1,0,0,0,0.099,-5.8,0.9,-4.9,0
Jon Teske,24,MEM,C,3,0,8,1.5,0,0,2,0,26.8,13.1,13.8,6,0,0,9.6,0,0,0,-0.08,-8.5,3.7,-4.8,0
Feron Hunt,22,NYK,SF,2,0,8,-3,0,0,0,13.2,0,6.7,16,6.3,0,33.3,16.4,-0.1,0,0,-0.234,-12.3,1,-11.3,0
Anthony Lamb,24,SAS,SF,2,0,8,-0.5,0,1,0,0,13.2,6.6,27.9,0,0,0,10.6,0,0,0,-0.138,-6.2,-1.8,-8,0
M.J. Walker,23,PHO,SG,2,0,8,-3.3,0,0.5,0,0,13.1,6.7,13.8,12,0,0,21.5,-0.1,0,0,-0.276,-15.8,6.2,-9.6,0
Malik Newman,24,CLE,PG,1,0,8,28.6,0.68,0.2,0.4,0,13.5,6.9,27.8,0,0,14.5,38.1,0,0,0,0.179,6.3,0.1,6.4,0
Paris Bass,26,PHO,SF,2,0,7,13.9,0.436,0.333,0.333,31.5,29.9,30.6,0,6.9,0,22.5,54.6,0,0,0,-0.17,-11.2,-1.2,-12.4,0
Scottie Lewis,21,CHO,SG,2,0,7,14.6,0.568,,,0,0,0,16.2,6.9,0,0,5.3,0,0,0,0.164,0,5.9,6,0
Jaysean Paige,27,DET,PG,1,0,7,-22.2,0,0.667,0,0,16.3,7.7,18.1,0,0,25,24.5,-0.1,0,-0.1,-0.574,-25,-6.5,-31.5,0
Jordan Goodwin,23,WAS,SG,2,0,6,-20.4,0,0.333,0,0,18.2,9.2,0,0,0,0,22.2,-0.1,0,-0.1,-0.533,-24.7,-9.4,-34.1,0
Jaden Springer,19,PHI,SG,2,0,6,26.4,1,0,0,18.9,18.3,18.6,0,0,30,50,15,0,0,0,0.138,8.3,8.7,17.1,0
Arnoldas Kulboka,24,CHO,SF,2,0,5,-10.7,0,1,0,0,0,0,0,0,0,0,8.5,0,0,0,-0.217,-14.7,-7.1,-21.8,0
Zylan Cheatham,26,UTA,SF,1,0,5,-23.8,0,0.667,0,0,0,0,0,0,0,0,26.1,-0.1,0,-0.1,-0.61,-19.3,-11.3,-30.6,0
Matt Ryan,24,BOS,SF,1,0,5,3.5,0.3,1,0,0,0,0,0,9.9,0,0,44,0,0,0,-0.25,-9.9,-3.8,-13.7,0
Tyrell Terry,21,MEM,PG,2,0,3,20,1,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0.222,-3.4,2.5,-1,0
Javin DeLaurier,23,MIL,C,1,0,3,15.6,,,,0,34.6,17.7,0,16,0,,0,0,0,0,0.26,-4.8,11.8,7,0
Jaime Echenique,24,WAS,C,1,0,3,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.012,-5.5,-3,-8.5,0
Nate Hinton,22,IND,SG,2,0,2,-45.2,0,0,0,0,0,0,0,0,0,50,42.8,-0.1,0,-0.1,-1.231,-28.1,-14.5,-42.6,0
David Johnson,20,TOR,SG,2,0,2,-20,0,1,0,0,0,0,0,0,0,0,21.4,0,0,0,-0.495,-19,-8.7,-27.7,0
Jordan Bell,27,CHI,C,1,0,2,29.9,,,,56.6,0,28.1,0,24.4,0,,0,0,0,0,0.6,-8.1,10.8,2.7,0
Tyler Hall,24,NYK,SG,1,0,2,0,,,,0,0,0,0,0,0,,0,0,0,0,0.007,-8.1,-0.5,-8.5,0
Joe Johnson,40,BOS,SG,1,0,2,38.7,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0.335,12.1,2.8,15,0
C.J. Miles,34,BOS,SG,1,0,2,-7.8,,,,0,0,0,0,0,0,,0,0,0,0,0.03,-16.3,0,-16.3,0
Matt Mooney,25,NYK,SG,1,0,2,-20,0,1,0,0,0,0,0,25,0,50,43.8,-0.1,0,0,-0.915,-33.9,11.5,-22.3,0
Ahmad Caver,25,IND,SG,1,0,1,76.2,1,0,0,0,0,0,0,0,0,0,42.8,0,0,0,1.204,31,5.9,36.9,0
Sam Dekker,27,TOR,PF,1,0,1,0,,,,0,0,0,0,0,0,,0,0,0,0,0.003,-6.2,-3.4,-9.6,0
DeJon Jarreau,24,IND,SG,1,0,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.022,-6.5,-1.5,-8,0
Ade Murkey,24,SAC,SG,1,0,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.017,-7.4,-2.3,-9.7,0
League Average,,,,,,,,0.566,0.399,0.248,4.6,15.4,10,15.5,1.5,1.8,11.8,19.9,,,,,,,,
